row_id,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,timestamp,date,time,aqi_bucket
4157,5,4806.52,31.74,24.68,0.01,23.37,258.87,319.02,54.21,2021-05-18 06:00:00,2021-05-18,06:00:00,Very Poor
4158,5,8010.86,77.78,29.13,0.05,34.81,461.54,555.11,80.05,2021-05-18 07:00:00,2021-05-18,07:00:00,Very Poor
4159,5,8972.17,88.51,43.53,0.33,35.76,503.78,598.17,73.97,2021-05-18 08:00:00,2021-05-18,08:00:00,Very Poor
4160,5,6568.91,41.57,58.95,2.5,27.9,340.68,407.98,56.74,2021-05-18 09:00:00,2021-05-18,09:00:00,Very Poor
4161,5,2002.72,2.04,27.08,14.31,12.64,73.61,96.83,26.6,2021-05-18 10:00:00,2021-05-18,10:00:00,Very Poor
4162,4,1482.01,1.02,19.19,18.6,10.49,48.26,66.34,23.05,2021-05-18 11:00:00,2021-05-18,11:00:00,Poor
4163,4,1308.44,0.87,16.97,21.99,9.3,39.49,55.24,20.52,2021-05-18 12:00:00,2021-05-18,12:00:00,Poor
4164,4,1148.22,1.02,14.4,28.97,8.11,33.63,47.98,18.75,2021-05-18 13:00:00,2021-05-18,13:00:00,Poor
4165,4,1041.41,1.08,12.17,41.49,7.33,30.36,43.55,17.23,2021-05-18 14:00:00,2021-05-18,14:00:00,Poor
4166,4,961.3,1.08,10.88,49.35,6.62,27.83,39.9,15.71,2021-05-18 15:00:00,2021-05-18,15:00:00,Poor
4167,4,1228.33,1.61,16.79,48.64,8.35,37.91,54.28,20.77,2021-05-18 16:00:00,2021-05-18,16:00:00,Poor
4168,5,1735.69,1.93,27.42,30.04,11.09,57.07,80.31,28.63,2021-05-18 17:00:00,2021-05-18,17:00:00,Very Poor
4169,5,2189.64,2.71,33.24,6.8,13.47,80.32,110.16,34.96,2021-05-18 18:00:00,2021-05-18,18:00:00,Very Poor
4170,5,3204.35,14.19,30.5,0.25,18.12,140.01,182.97,47.12,2021-05-18 19:00:00,2021-05-18,19:00:00,Very Poor
4171,5,4379.27,27.27,27.76,0.0,22.65,215.67,274.08,54.72,2021-05-18 20:00:00,2021-05-18,20:00:00,Very Poor
4172,5,5073.55,33.08,27.42,0.0,24.8,269.56,341.06,57.76,2021-05-18 21:00:00,2021-05-18,21:00:00,Very Poor
4173,5,5393.98,36.21,27.42,0.0,24.32,293.54,373.44,54.72,2021-05-18 22:00:00,2021-05-18,22:00:00,Very Poor
4174,5,4699.71,32.63,25.71,0.0,18.6,243.41,314.94,38.51,2021-05-18 23:00:00,2021-05-18,23:00:00,Very Poor
4175,5,3898.62,25.48,23.31,0.0,14.9,196.43,258.68,31.16,2021-05-19 00:00:00,2021-05-19,00:00:00,Very Poor
4176,5,3524.78,19.89,21.25,0.01,13.83,177.96,235.1,29.89,2021-05-19 01:00:00,2021-05-19,01:00:00,Very Poor
4177,5,3791.81,20.56,19.88,0.01,15.14,202.66,263.94,33.95,2021-05-19 02:00:00,2021-05-19,02:00:00,Very Poor
4178,5,4486.08,25.93,19.54,0.0,17.64,258.29,330.66,41.04,2021-05-19 03:00:00,2021-05-19,03:00:00,Very Poor
4179,5,5180.36,32.19,19.36,0.0,19.31,310.05,398.18,45.6,2021-05-19 04:00:00,2021-05-19,04:00:00,Very Poor
4180,5,5767.82,40.23,19.71,0.0,20.98,352.68,454.72,48.64,2021-05-19 05:00:00,2021-05-19,05:00:00,Very Poor
4181,5,7583.62,64.37,22.62,0.0,30.04,477.45,593.4,72.96,2021-05-19 06:00:00,2021-05-19,06:00:00,Very Poor
4182,5,6301.88,47.83,38.39,0.93,30.52,350.81,446.28,67.89,2021-05-19 07:00:00,2021-05-19,07:00:00,Very Poor
4183,5,6408.69,16.32,80.88,18.95,32.9,346.08,435.02,66.88,2021-05-19 08:00:00,2021-05-19,08:00:00,Very Poor
4184,5,5126.95,2.35,60.32,62.23,27.9,262.97,331.41,58.77,2021-05-19 09:00:00,2021-05-19,09:00:00,Very Poor
4185,5,1895.9,0.91,18.34,50.07,12.04,72.13,96.77,26.85,2021-05-19 10:00:00,2021-05-19,10:00:00,Very Poor
4186,4,1214.98,0.88,10.54,57.94,8.35,41.16,57.38,19.76,2021-05-19 11:00:00,2021-05-19,11:00:00,Poor
4187,4,988.01,0.82,7.71,64.37,6.68,31.32,44.47,15.96,2021-05-19 12:00:00,2021-05-19,12:00:00,Poor
4188,4,867.84,0.88,6.86,58.65,5.6,25.35,36.45,13.55,2021-05-19 13:00:00,2021-05-19,13:00:00,Poor
4189,3,847.82,0.99,7.37,52.21,5.42,23.47,33.85,13.05,2021-05-19 14:00:00,2021-05-19,14:00:00,Moderate
4190,3,854.49,1.12,8.31,46.49,5.42,23.02,33.2,13.05,2021-05-19 15:00:00,2021-05-19,15:00:00,Moderate
4191,4,1054.76,1.72,13.02,38.98,6.68,29.15,42.48,16.72,2021-05-19 16:00:00,2021-05-19,16:00:00,Poor
4192,4,1361.85,2.49,19.88,22.89,8.46,40.31,58.33,22.04,2021-05-19 17:00:00,2021-05-19,17:00:00,Poor
4193,5,1668.93,3.69,22.62,4.78,10.13,54.77,77.1,26.85,2021-05-19 18:00:00,2021-05-19,18:00:00,Very Poor
4194,5,1922.61,7.04,20.05,0.68,11.8,70.51,96.66,30.4,2021-05-19 19:00:00,2021-05-19,19:00:00,Very Poor
4195,5,2029.42,7.15,19.02,0.58,12.28,79.11,107.68,30.91,2021-05-19 20:00:00,2021-05-19,20:00:00,Very Poor
4196,5,2056.12,6.04,19.19,0.85,12.4,84.75,115.25,30.15,2021-05-19 21:00:00,2021-05-19,21:00:00,Very Poor
4197,5,1922.61,4.81,18.85,1.19,11.44,77.74,107.1,26.09,2021-05-19 22:00:00,2021-05-19,22:00:00,Very Poor
4198,5,1495.36,2.49,16.62,2.48,8.7,54.06,77.19,17.99,2021-05-19 23:00:00,2021-05-19,23:00:00,Very Poor
4199,4,1228.33,0.98,13.88,4.83,7.39,40.8,60.3,14.57,2021-05-20 00:00:00,2021-05-20,00:00:00,Poor
4200,4,1094.82,0.43,11.14,7.15,6.74,35.58,53.59,13.17,2021-05-20 01:00:00,2021-05-20,01:00:00,Poor
4201,4,1068.12,0.36,10.2,7.69,6.74,35.8,53.88,13.05,2021-05-20 02:00:00,2021-05-20,02:00:00,Poor
4202,4,1134.87,0.47,10.54,6.71,7.15,39.1,58.59,13.81,2021-05-20 03:00:00,2021-05-20,03:00:00,Poor
4203,4,1255.04,0.87,12.0,4.78,7.99,44.42,65.41,14.82,2021-05-20 04:00:00,2021-05-20,04:00:00,Poor
4204,5,1548.77,2.85,14.74,1.81,10.01,58.23,84.43,18.75,2021-05-20 05:00:00,2021-05-20,05:00:00,Very Poor
4205,5,2643.59,15.42,17.31,0.08,16.21,116.68,160.99,33.95,2021-05-20 06:00:00,2021-05-20,06:00:00,Very Poor
4206,5,4058.84,33.08,24.33,0.51,23.13,188.53,254.67,47.62,2021-05-20 07:00:00,2021-05-20,07:00:00,Very Poor
4207,5,4646.3,23.92,50.04,4.16,25.99,215.58,287.27,54.72,2021-05-20 08:00:00,2021-05-20,08:00:00,Very Poor
4208,5,3898.62,6.15,52.09,11.8,23.13,169.2,227.8,52.69,2021-05-20 09:00:00,2021-05-20,09:00:00,Very Poor
4209,5,1575.47,0.73,18.68,15.2,10.49,51.94,73.07,23.56,2021-05-20 10:00:00,2021-05-20,10:00:00,Very Poor
4210,4,1201.63,0.57,14.4,13.05,8.23,35.28,48.71,17.73,2021-05-20 11:00:00,2021-05-20,11:00:00,Poor
4211,4,1028.06,0.52,13.37,10.82,6.91,28.62,39.18,14.44,2021-05-20 12:00:00,2021-05-20,12:00:00,Poor
4212,3,921.25,0.62,12.51,9.21,6.02,24.94,34.62,12.79,2021-05-20 13:00:00,2021-05-20,13:00:00,Moderate
4213,3,881.2,0.7,12.34,9.12,5.78,24.11,33.54,12.29,2021-05-20 14:00:00,2021-05-20,14:00:00,Moderate
4214,3,867.84,0.77,12.34,10.28,5.54,24.08,32.98,11.78,2021-05-20 15:00:00,2021-05-20,15:00:00,Moderate
4215,4,1121.52,2.04,17.31,10.28,7.27,33.58,47.0,16.97,2021-05-20 16:00:00,2021-05-20,16:00:00,Poor
4216,4,1548.77,4.81,22.62,3.13,9.42,49.2,68.55,22.8,2021-05-20 17:00:00,2021-05-20,17:00:00,Poor
4217,5,1976.01,8.94,22.28,0.53,11.68,71.19,96.37,28.63,2021-05-20 18:00:00,2021-05-20,18:00:00,Very Poor
4218,5,2403.26,12.18,21.94,0.16,14.07,97.15,128.66,34.45,2021-05-20 19:00:00,2021-05-20,19:00:00,Very Poor
4219,5,2723.69,13.41,21.76,0.1,15.74,118.28,155.44,37.49,2021-05-20 20:00:00,2021-05-20,20:00:00,Very Poor
4220,5,2910.61,13.64,21.76,0.09,16.45,132.84,176.1,39.01,2021-05-20 21:00:00,2021-05-20,21:00:00,Very Poor
4221,5,3177.64,16.76,21.42,0.04,16.93,149.03,198.39,37.49,2021-05-20 22:00:00,2021-05-20,22:00:00,Very Poor
4222,5,2937.32,16.99,20.56,0.03,13.71,132.38,178.55,27.36,2021-05-20 23:00:00,2021-05-20,23:00:00,Very Poor
4223,5,2616.88,13.3,19.36,0.07,11.8,114.79,156.86,24.07,2021-05-21 00:00:00,2021-05-21,00:00:00,Very Poor
4224,5,2456.67,9.61,18.17,0.19,11.21,110.38,150.73,23.81,2021-05-21 01:00:00,2021-05-21,01:00:00,Very Poor
4225,5,2456.67,7.82,17.14,0.31,11.09,114.78,155.26,24.07,2021-05-21 02:00:00,2021-05-21,02:00:00,Very Poor
4226,5,2536.77,7.71,16.79,0.31,11.33,124.14,165.67,24.57,2021-05-21 03:00:00,2021-05-21,03:00:00,Very Poor
4227,5,2750.4,9.28,17.14,0.19,11.92,137.72,181.64,25.59,2021-05-21 04:00:00,2021-05-21,04:00:00,Very Poor
4228,5,3364.56,15.87,18.68,0.04,14.54,173.77,226.57,31.92,2021-05-21 05:00:00,2021-05-21,05:00:00,Very Poor
4229,5,5661.01,43.36,22.62,0.0,24.8,321.65,406.56,59.78,2021-05-21 06:00:00,2021-05-21,06:00:00,Very Poor
4230,5,8758.55,86.73,32.56,0.13,35.29,514.49,633.79,78.02,2021-05-21 07:00:00,2021-05-21,07:00:00,Very Poor
4231,5,9826.66,77.78,71.29,1.97,36.24,563.58,687.52,71.94,2021-05-21 08:00:00,2021-05-21,08:00:00,Very Poor
4232,5,7049.56,15.87,84.31,26.46,28.37,385.31,478.56,60.8,2021-05-21 09:00:00,2021-05-21,09:00:00,Very Poor
4233,5,1708.98,1.02,16.45,50.07,10.37,62.63,87.12,23.05,2021-05-21 10:00:00,2021-05-21,10:00:00,Very Poor
4234,4,1188.28,0.8,10.71,50.78,7.99,37.69,53.18,17.99,2021-05-21 11:00:00,2021-05-21,11:00:00,Poor
4235,4,1041.41,0.75,9.34,52.21,6.86,30.96,43.41,15.33,2021-05-21 12:00:00,2021-05-21,12:00:00,Poor
4236,4,947.95,0.82,8.57,51.5,6.08,27.19,38.55,14.19,2021-05-21 13:00:00,2021-05-21,13:00:00,Poor
4237,4,934.6,0.92,8.65,53.64,6.02,26.31,37.66,14.19,2021-05-21 14:00:00,2021-05-21,14:00:00,Poor
4238,4,947.95,1.02,9.34,55.08,6.02,26.21,37.81,14.31,2021-05-21 15:00:00,2021-05-21,15:00:00,Poor
4239,4,1201.63,1.63,14.4,57.22,7.75,34.98,51.08,19.25,2021-05-21 16:00:00,2021-05-21,16:00:00,Poor
4240,4,1575.47,2.21,22.28,42.2,9.78,49.25,71.3,25.08,2021-05-21 17:00:00,2021-05-21,17:00:00,Poor
4241,5,1895.9,1.84,27.76,12.16,11.21,63.66,90.32,29.13,2021-05-21 18:00:00,2021-05-21,18:00:00,Very Poor
4242,5,2002.72,3.33,25.02,2.73,11.92,73.73,102.28,29.39,2021-05-21 19:00:00,2021-05-21,19:00:00,Very Poor
4243,5,1789.09,2.01,21.59,4.43,10.61,66.76,92.84,25.33,2021-05-21 20:00:00,2021-05-21,20:00:00,Very Poor
4244,5,1562.12,0.82,18.34,8.05,9.18,58.17,80.83,21.28,2021-05-21 21:00:00,2021-05-21,21:00:00,Very Poor
4245,5,1455.31,0.62,17.48,9.21,8.35,54.09,74.26,18.24,2021-05-21 22:00:00,2021-05-21,22:00:00,Very Poor
4246,4,1335.14,0.41,16.62,9.74,7.45,46.59,64.93,14.57,2021-05-21 23:00:00,2021-05-21,23:00:00,Poor
4247,4,1148.22,0.1,13.37,12.88,6.44,38.72,55.74,12.16,2021-05-22 00:00:00,2021-05-22,00:00:00,Poor
4248,4,1094.82,0.05,11.14,14.48,6.02,38.11,55.49,11.91,2021-05-22 01:00:00,2021-05-22,01:00:00,Poor
4249,4,1174.93,0.06,10.97,13.59,6.2,43.78,62.91,12.54,2021-05-22 02:00:00,2021-05-22,02:00:00,Poor
4250,5,1321.79,0.1,12.0,11.62,6.86,52.25,74.11,13.93,2021-05-22 03:00:00,2021-05-22,03:00:00,Very Poor
4251,5,1682.28,0.48,15.42,7.33,8.11,72.32,100.69,16.47,2021-05-22 04:00:00,2021-05-22,04:00:00,Very Poor
4252,5,2456.67,4.53,20.39,1.36,10.85,119.43,161.09,23.05,2021-05-22 05:00:00,2021-05-22,05:00:00,Very Poor
4253,5,4859.92,31.29,23.31,0.01,20.27,270.87,347.95,48.64,2021-05-22 06:00:00,2021-05-22,06:00:00,Very Poor
4254,5,8224.49,75.1,33.24,0.25,30.28,487.17,608.99,67.89,2021-05-22 07:00:00,2021-05-22,07:00:00,Very Poor
4255,5,9613.04,67.06,75.4,2.06,31.95,572.64,715.13,65.86,2021-05-22 08:00:00,2021-05-22,08:00:00,Very Poor
4256,5,7370.0,19.22,84.31,8.58,25.75,412.12,536.42,60.29,2021-05-22 09:00:00,2021-05-22,09:00:00,Very Poor
4257,4,1388.55,0.48,15.08,30.04,7.99,46.32,74.08,19.76,2021-05-22 10:00:00,2021-05-22,10:00:00,Poor
4258,3,947.95,0.19,10.45,26.82,6.26,24.83,40.27,15.58,2021-05-22 11:00:00,2021-05-22,11:00:00,Moderate
4259,2,821.11,0.14,9.34,26.82,5.36,19.17,30.87,13.05,2021-05-22 12:00:00,2021-05-22,12:00:00,Fair
4260,2,747.68,0.06,9.0,25.75,4.77,16.2,26.25,11.27,2021-05-22 13:00:00,2021-05-22,13:00:00,Fair
4261,2,734.33,0.1,9.51,24.68,4.65,15.63,25.13,10.77,2021-05-22 14:00:00,2021-05-22,14:00:00,Fair
4262,2,741.01,0.12,10.11,24.32,4.53,15.73,24.64,10.39,2021-05-22 15:00:00,2021-05-22,15:00:00,Fair
4263,3,961.3,0.26,15.42,18.95,5.78,22.42,33.22,13.17,2021-05-22 16:00:00,2021-05-22,16:00:00,Moderate
4264,4,1295.09,0.69,21.76,11.27,7.51,34.59,48.8,16.97,2021-05-22 17:00:00,2021-05-22,17:00:00,Poor
4265,5,1642.23,1.31,25.02,6.71,9.3,52.01,70.47,20.77,2021-05-22 18:00:00,2021-05-22,18:00:00,Very Poor
4266,5,2189.64,3.91,27.76,2.59,11.92,84.59,112.01,28.12,2021-05-22 19:00:00,2021-05-22,19:00:00,Very Poor
4267,5,2696.99,7.94,26.73,0.56,13.95,116.15,151.8,32.42,2021-05-22 20:00:00,2021-05-22,20:00:00,Very Poor
4268,5,2964.02,10.17,25.36,0.27,14.78,134.0,173.85,33.44,2021-05-22 21:00:00,2021-05-22,21:00:00,Very Poor
4269,5,3150.94,13.08,24.68,0.12,14.54,145.54,188.14,32.17,2021-05-22 22:00:00,2021-05-22,22:00:00,Very Poor
4270,5,2777.1,11.85,23.31,0.14,11.21,122.46,159.41,22.55,2021-05-22 23:00:00,2021-05-22,23:00:00,Very Poor
4271,5,2349.85,7.38,22.28,0.46,9.18,99.87,132.12,19.0,2021-05-23 00:00:00,2021-05-23,00:00:00,Very Poor
4272,5,2670.29,8.27,20.91,0.33,10.01,126.45,166.11,23.31,2021-05-23 01:00:00,2021-05-23,01:00:00,Very Poor
4273,5,3631.59,15.65,19.71,0.03,13.83,200.75,256.68,38.0,2021-05-23 02:00:00,2021-05-23,02:00:00,Very Poor
4274,5,5020.14,27.94,19.54,0.0,20.74,316.73,385.65,65.86,2021-05-23 03:00:00,2021-05-23,03:00:00,Very Poor
4275,5,6462.1,41.13,21.42,0.0,30.52,448.79,515.73,105.38,2021-05-23 04:00:00,2021-05-23,04:00:00,Very Poor
4276,5,8117.68,58.12,23.65,0.0,41.49,597.49,668.02,149.97,2021-05-23 05:00:00,2021-05-23,05:00:00,Very Poor
4277,5,12176.51,104.61,28.79,0.0,66.76,927.03,1028.21,249.27,2021-05-23 06:00:00,2021-05-23,06:00:00,Very Poor
4278,5,17730.71,171.66,53.47,0.2,89.65,1386.1,1552.46,328.3,2021-05-23 07:00:00,2021-05-23,07:00:00,Very Poor
4279,5,22003.17,148.42,165.88,2.28,73.43,1791.72,2030.84,202.66,2021-05-23 08:00:00,2021-05-23,08:00:00,Very Poor
4280,5,21148.68,41.13,227.57,20.39,50.07,1781.15,2012.98,117.54,2021-05-23 09:00:00,2021-05-23,09:00:00,Very Poor
4281,5,2002.72,0.86,19.19,62.23,10.37,88.76,112.77,23.56,2021-05-23 10:00:00,2021-05-23,10:00:00,Very Poor
4282,4,1054.76,0.41,11.31,47.21,7.51,30.59,44.51,16.72,2021-05-23 11:00:00,2021-05-23,11:00:00,Poor
4283,2,834.47,0.3,9.77,38.62,6.56,19.65,30.8,13.81,2021-05-23 12:00:00,2021-05-23,12:00:00,Fair
4284,2,834.47,0.3,10.11,37.19,6.26,18.75,29.71,14.06,2021-05-23 13:00:00,2021-05-23,13:00:00,Fair
4285,2,834.47,0.34,10.03,41.84,6.02,19.08,30.49,14.06,2021-05-23 14:00:00,2021-05-23,14:00:00,Fair
4286,2,787.74,0.41,9.6,42.56,5.42,17.55,28.49,12.67,2021-05-23 15:00:00,2021-05-23,15:00:00,Fair
4287,4,1174.93,1.05,17.82,35.41,7.33,31.34,47.06,19.25,2021-05-23 16:00:00,2021-05-23,16:00:00,Poor
4288,5,1789.09,1.9,29.47,19.49,10.13,55.79,78.73,27.87,2021-05-23 17:00:00,2021-05-23,17:00:00,Very Poor
4289,5,2376.56,5.09,34.27,3.26,12.88,84.56,114.68,35.97,2021-05-23 18:00:00,2021-05-23,18:00:00,Very Poor
4290,5,2910.61,14.31,27.76,0.1,15.14,119.46,157.2,41.54,2021-05-23 19:00:00,2021-05-23,19:00:00,Very Poor
4291,5,3417.97,22.13,23.65,0.01,16.93,156.52,201.66,43.57,2021-05-23 20:00:00,2021-05-23,20:00:00,Very Poor
4292,5,3738.4,24.36,23.31,0.01,17.64,181.86,231.18,42.56,2021-05-23 21:00:00,2021-05-23,21:00:00,Very Poor
4293,5,3524.78,22.13,22.28,0.01,15.74,168.83,214.9,35.47,2021-05-23 22:00:00,2021-05-23,22:00:00,Very Poor
4294,5,2510.07,13.75,20.56,0.09,10.49,107.99,141.04,21.03,2021-05-23 23:00:00,2021-05-23,23:00:00,Very Poor
4295,5,1922.61,7.6,18.85,0.4,8.58,76.15,102.47,17.23,2021-05-24 00:00:00,2021-05-24,00:00:00,Very Poor
4296,5,1735.69,3.97,17.65,1.32,8.35,69.24,94.17,16.72,2021-05-24 01:00:00,2021-05-24,01:00:00,Very Poor
4297,5,1869.2,3.02,17.31,1.81,8.94,79.12,106.6,19.0,2021-05-24 02:00:00,2021-05-24,02:00:00,Very Poor
4298,5,2136.23,3.47,17.99,1.48,10.13,96.23,127.92,22.55,2021-05-24 03:00:00,2021-05-24,03:00:00,Very Poor
4299,5,2563.48,6.2,19.54,0.58,11.8,124.71,163.4,26.85,2021-05-24 04:00:00,2021-05-24,04:00:00,Very Poor
4300,5,3578.19,15.65,20.91,0.06,15.5,188.45,241.12,35.47,2021-05-24 05:00:00,2021-05-24,05:00:00,Very Poor
4301,5,6942.75,53.64,25.02,0.01,29.09,414.59,511.99,71.94,2021-05-24 06:00:00,2021-05-24,06:00:00,Very Poor
4302,5,11642.46,102.82,53.47,1.02,42.92,750.9,906.09,95.25,2021-05-24 07:00:00,2021-05-24,07:00:00,Very Poor
4303,5,13671.88,32.19,157.65,65.09,44.82,960.6,1132.7,95.25,2021-05-24 08:00:00,2021-05-24,08:00:00,Very Poor
4304,5,11428.83,3.05,80.88,260.35,38.15,901.16,1039.92,92.21,2021-05-24 09:00:00,2021-05-24,09:00:00,Very Poor
4305,5,2029.42,0.82,11.48,138.76,11.92,98.09,127.31,29.39,2021-05-24 10:00:00,2021-05-24,10:00:00,Very Poor
4306,4,1241.68,0.73,8.31,110.15,8.7,48.91,69.16,21.53,2021-05-24 11:00:00,2021-05-24,11:00:00,Poor
4307,4,1001.36,0.68,7.45,92.98,7.03,33.79,50.84,17.23,2021-05-24 12:00:00,2021-05-24,12:00:00,Poor
4308,4,934.6,0.75,7.28,81.54,6.2,28.13,42.73,15.45,2021-05-24 13:00:00,2021-05-24,13:00:00,Poor
4309,4,921.25,0.84,7.11,80.11,6.08,27.41,41.31,14.95,2021-05-24 14:00:00,2021-05-24,14:00:00,Poor
4310,4,907.9,0.95,7.37,76.53,5.72,26.23,39.67,14.19,2021-05-24 15:00:00,2021-05-24,15:00:00,Poor
4311,4,1268.39,1.63,14.22,77.96,8.35,40.66,58.98,21.28,2021-05-24 16:00:00,2021-05-24,16:00:00,Poor
4312,5,1789.09,2.15,24.68,56.51,11.33,61.34,86.16,30.15,2021-05-24 17:00:00,2021-05-24,17:00:00,Very Poor
4313,5,2269.75,1.82,33.59,14.66,13.71,82.99,114.0,38.51,2021-05-24 18:00:00,2021-05-24,18:00:00,Very Poor
4314,5,3017.43,11.18,30.16,0.48,17.41,126.16,166.53,49.14,2021-05-24 19:00:00,2021-05-24,19:00:00,Very Poor
4315,5,3685.0,21.91,24.33,0.01,20.03,170.73,219.77,53.2,2021-05-24 20:00:00,2021-05-24,20:00:00,Very Poor
4316,5,4005.43,24.81,22.62,0.01,20.74,192.99,247.49,51.17,2021-05-24 21:00:00,2021-05-24,21:00:00,Very Poor
4317,5,3738.4,22.58,21.59,0.01,18.36,177.11,229.19,42.05,2021-05-24 22:00:00,2021-05-24,22:00:00,Very Poor
4318,5,2670.29,13.97,20.22,0.09,12.64,113.0,151.09,25.59,2021-05-24 23:00:00,2021-05-24,23:00:00,Very Poor
4319,5,1895.9,5.98,19.02,0.75,9.18,72.63,101.02,17.73,2021-05-25 00:00:00,2021-05-25,00:00:00,Very Poor
4320,5,1482.01,1.31,16.28,4.69,7.63,55.46,78.86,14.82,2021-05-25 01:00:00,2021-05-25,01:00:00,Very Poor
4321,4,1268.39,0.15,12.68,11.44,7.09,47.67,68.39,13.81,2021-05-25 02:00:00,2021-05-25,02:00:00,Poor
4322,4,1148.22,0.04,11.14,15.56,7.03,42.97,61.9,13.43,2021-05-25 03:00:00,2021-05-25,03:00:00,Poor
4323,4,1081.47,0.03,11.14,16.81,7.27,39.52,57.79,13.68,2021-05-25 04:00:00,2021-05-25,04:00:00,Poor
4324,4,1295.09,0.11,14.57,13.95,8.58,49.09,70.65,16.72,2021-05-25 05:00:00,2021-05-25,05:00:00,Poor
4325,5,2243.04,3.58,26.05,3.58,13.59,98.38,132.73,29.89,2021-05-25 06:00:00,2021-05-25,06:00:00,Very Poor
4326,5,3364.56,16.76,30.85,1.38,18.84,151.77,196.66,41.04,2021-05-25 07:00:00,2021-05-25,07:00:00,Very Poor
4327,5,3471.37,10.73,41.47,16.45,19.31,155.52,198.87,45.6,2021-05-25 08:00:00,2021-05-25,08:00:00,Very Poor
4328,5,2777.1,2.85,30.16,62.23,16.93,121.89,157.73,43.57,2021-05-25 09:00:00,2021-05-25,09:00:00,Very Poor
4329,4,1214.98,0.99,9.77,65.09,7.99,42.16,58.41,20.52,2021-05-25 10:00:00,2021-05-25,10:00:00,Poor
4330,4,988.01,0.82,7.45,67.95,6.56,31.42,44.31,16.72,2021-05-25 11:00:00,2021-05-25,11:00:00,Poor
4331,4,894.55,0.74,6.51,70.81,5.9,27.29,39.02,14.57,2021-05-25 12:00:00,2021-05-25,12:00:00,Poor
4332,4,881.2,0.78,6.68,70.81,5.78,26.09,37.9,14.06,2021-05-25 13:00:00,2021-05-25,13:00:00,Poor
4333,4,921.25,0.89,7.54,69.38,6.14,26.96,39.19,14.69,2021-05-25 14:00:00,2021-05-25,14:00:00,Poor
4334,4,947.95,1.05,8.82,63.66,6.2,26.8,38.64,14.82,2021-05-25 15:00:00,2021-05-25,15:00:00,Poor
4335,4,1081.47,1.52,12.68,53.64,6.91,30.4,44.12,17.23,2021-05-25 16:00:00,2021-05-25,16:00:00,Poor
4336,4,1335.14,1.87,18.85,35.05,8.23,38.54,56.37,20.77,2021-05-25 17:00:00,2021-05-25,17:00:00,Poor
4337,5,1615.52,1.08,24.33,13.05,9.89,51.91,74.62,25.08,2021-05-25 18:00:00,2021-05-25,18:00:00,Very Poor
4338,5,1976.01,2.32,26.39,4.25,12.16,73.18,101.42,30.65,2021-05-25 19:00:00,2021-05-25,19:00:00,Very Poor
4339,5,2243.04,3.55,25.36,2.3,13.47,89.85,122.4,32.93,2021-05-25 20:00:00,2021-05-25,20:00:00,Very Poor
4340,5,2323.15,3.52,24.33,2.3,13.59,97.74,132.63,32.42,2021-05-25 21:00:00,2021-05-25,21:00:00,Very Poor
4341,5,2082.82,2.32,22.96,3.58,12.04,84.6,115.71,26.85,2021-05-25 22:00:00,2021-05-25,22:00:00,Very Poor
4342,4,1441.96,0.4,17.48,9.74,8.35,49.86,71.88,16.97,2021-05-25 23:00:00,2021-05-25,23:00:00,Poor
4343,4,1054.76,0.05,12.17,16.27,6.56,32.24,48.87,12.67,2021-05-26 00:00:00,2021-05-26,00:00:00,Poor
4344,4,894.55,0.01,9.08,19.67,5.72,26.13,40.43,10.89,2021-05-26 01:00:00,2021-05-26,01:00:00,Poor
4345,4,894.55,0.01,8.74,20.03,5.9,27.64,42.35,11.27,2021-05-26 02:00:00,2021-05-26,02:00:00,Poor
4346,4,961.3,0.01,9.34,19.31,6.5,31.34,47.69,12.29,2021-05-26 03:00:00,2021-05-26,03:00:00,Poor
4347,4,1054.76,0.02,10.71,17.88,7.27,35.36,54.48,13.55,2021-05-26 04:00:00,2021-05-26,04:00:00,Poor
4348,4,1241.68,0.09,14.05,14.66,8.7,43.65,67.28,16.47,2021-05-26 05:00:00,2021-05-26,05:00:00,Poor
4349,5,2029.42,2.46,24.33,4.56,13.23,82.76,119.79,28.37,2021-05-26 06:00:00,2021-05-26,06:00:00,Very Poor
4350,5,2910.61,11.96,29.47,2.03,17.88,123.58,173.04,38.0,2021-05-26 07:00:00,2021-05-26,07:00:00,Very Poor
4351,5,2964.02,6.54,35.99,25.75,18.6,125.74,175.63,41.04,2021-05-26 08:00:00,2021-05-26,08:00:00,Very Poor
4352,5,2323.15,1.84,21.76,79.39,15.5,98.25,139.39,37.49,2021-05-26 09:00:00,2021-05-26,09:00:00,Very Poor
4353,4,1281.74,0.91,9.08,78.68,8.7,47.09,67.86,21.53,2021-05-26 10:00:00,2021-05-26,10:00:00,Poor
4354,4,1041.41,0.82,7.54,74.39,7.15,36.25,51.47,17.73,2021-05-26 11:00:00,2021-05-26,11:00:00,Poor
4355,4,934.6,0.8,7.11,69.38,6.32,30.65,43.4,15.2,2021-05-26 12:00:00,2021-05-26,12:00:00,Poor
4356,4,881.2,0.87,7.37,62.23,5.84,26.86,38.56,13.93,2021-05-26 13:00:00,2021-05-26,13:00:00,Poor
4357,4,867.84,0.98,7.97,55.79,5.72,25.2,36.46,13.43,2021-05-26 14:00:00,2021-05-26,14:00:00,Poor
