row_id,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,timestamp,date,time,aqi_bucket
0,5,1682.28,0.13,18.85,12.88,8.82,64.62,90.85,17.48,2020-11-25 01:00:00,2020-11-25,01:00:00,Very Poor
1,5,2109.53,0.36,21.94,9.3,10.37,93.95,127.43,21.03,2020-11-25 02:00:00,2020-11-25,02:00:00,Very Poor
2,5,2750.4,1.41,26.39,4.16,12.52,136.28,181.39,25.59,2020-11-25 03:00:00,2020-11-25,03:00:00,Very Poor
3,5,3337.86,4.81,28.45,0.78,14.07,175.09,233.2,28.63,2020-11-25 04:00:00,2020-11-25,04:00:00,Very Poor
4,5,3738.4,10.95,28.45,0.1,15.26,200.27,262.51,30.91,2020-11-25 05:00:00,2020-11-25,05:00:00,Very Poor
5,5,4913.33,29.5,29.13,0.0,21.22,273.98,354.8,47.12,2020-11-25 06:00:00,2020-11-25,06:00:00,Very Poor
6,5,6248.47,49.17,37.36,0.81,26.94,349.76,455.73,57.76,2020-11-25 07:00:00,2020-11-25,07:00:00,Very Poor
7,5,7583.62,25.26,94.59,25.03,32.9,447.4,580.48,63.84,2020-11-25 08:00:00,2020-11-25,08:00:00,Very Poor
8,5,7476.81,3.86,85.68,134.47,34.81,480.66,617.63,69.92,2020-11-25 09:00:00,2020-11-25,09:00:00,Very Poor
9,5,2910.61,0.94,22.96,123.02,18.36,145.33,203.8,39.52,2020-11-25 10:00:00,2020-11-25,10:00:00,Very Poor
10,5,2243.04,0.67,17.65,111.58,15.74,100.66,143.32,35.97,2020-11-25 11:00:00,2020-11-25,11:00:00,Very Poor
11,5,1976.01,0.54,17.14,100.14,14.42,80.8,115.95,33.95,2020-11-25 12:00:00,2020-11-25,12:00:00,Very Poor
12,5,1642.23,0.51,16.62,76.53,12.28,57.79,84.65,28.88,2020-11-25 13:00:00,2020-11-25,13:00:00,Very Poor
13,4,1388.55,0.57,16.62,57.22,10.61,43.15,63.82,24.57,2020-11-25 14:00:00,2020-11-25,14:00:00,Poor
14,4,1268.39,0.57,17.14,43.63,9.54,36.38,54.2,22.04,2020-11-25 15:00:00,2020-11-25,15:00:00,Poor
15,4,1348.5,0.99,20.56,33.62,9.78,37.88,56.37,22.29,2020-11-25 16:00:00,2020-11-25,16:00:00,Poor
16,4,1562.12,1.16,26.05,22.89,10.49,46.04,67.05,23.31,2020-11-25 17:00:00,2020-11-25,17:00:00,Poor
17,5,1762.39,0.8,28.1,9.92,10.97,56.79,80.18,24.07,2020-11-25 18:00:00,2020-11-25,18:00:00,Very Poor
18,5,1842.5,1.27,26.05,6.62,11.33,66.28,92.22,25.59,2020-11-25 19:00:00,2020-11-25,19:00:00,Very Poor
19,5,1762.39,0.85,22.96,8.05,10.85,65.6,91.96,24.57,2020-11-25 20:00:00,2020-11-25,20:00:00,Very Poor
20,5,1615.52,0.51,19.88,10.1,10.01,61.1,86.55,22.55,2020-11-25 21:00:00,2020-11-25,21:00:00,Very Poor
21,5,1495.36,0.43,18.34,11.0,8.94,54.92,78.52,19.76,2020-11-25 22:00:00,2020-11-25,22:00:00,Very Poor
22,4,1281.74,0.19,16.45,13.05,7.39,42.08,61.96,14.69,2020-11-25 23:00:00,2020-11-25,23:00:00,Poor
23,4,1174.93,0.06,14.4,15.91,6.97,37.33,56.06,13.55,2020-11-26 00:00:00,2020-11-26,00:00:00,Poor
24,5,1388.55,0.09,15.42,14.84,7.87,50.5,71.52,14.82,2020-11-26 01:00:00,2020-11-26,01:00:00,Very Poor
25,5,1949.31,0.43,20.22,8.94,9.89,85.51,113.83,18.75,2020-11-26 02:00:00,2020-11-26,02:00:00,Very Poor
26,5,2670.29,2.1,24.68,3.0,12.28,131.38,170.5,23.81,2020-11-26 03:00:00,2020-11-26,03:00:00,Very Poor
27,5,3845.22,11.18,25.02,0.15,15.26,211.38,268.98,32.17,2020-11-26 04:00:00,2020-11-26,04:00:00,Very Poor
28,5,5767.82,32.63,23.99,0.0,21.7,351.78,427.93,54.21,2020-11-26 05:00:00,2020-11-26,05:00:00,Very Poor
29,5,10894.78,94.77,27.76,0.0,47.21,727.98,855.34,145.91,2020-11-26 06:00:00,2020-11-26,06:00:00,Very Poor
30,5,19439.7,212.79,40.44,0.02,79.16,1375.84,1579.56,243.19,2020-11-26 07:00:00,2020-11-26,07:00:00,Very Poor
31,5,25848.39,282.53,100.08,0.37,77.25,1852.05,2117.27,170.23,2020-11-26 08:00:00,2020-11-26,08:00:00,Very Poor
32,5,22857.67,130.53,238.54,8.4,59.13,1613.74,1845.53,106.39,2020-11-26 09:00:00,2020-11-26,09:00:00,Very Poor
33,5,3391.27,1.87,45.24,59.37,18.36,156.6,203.75,37.49,2020-11-26 10:00:00,2020-11-26,10:00:00,Very Poor
34,5,2002.72,0.77,23.31,60.8,13.95,76.36,104.96,31.67,2020-11-26 11:00:00,2020-11-26,11:00:00,Very Poor
35,5,1588.82,0.53,19.36,54.36,12.04,54.74,76.63,28.12,2020-11-26 12:00:00,2020-11-26,12:00:00,Very Poor
36,4,1308.44,0.52,17.14,45.42,10.13,40.4,58.13,23.81,2020-11-26 13:00:00,2020-11-26,13:00:00,Poor
37,4,1201.63,0.69,16.62,40.77,9.3,34.61,51.07,21.79,2020-11-26 14:00:00,2020-11-26,14:00:00,Poor
38,4,1161.58,0.85,17.31,36.12,8.7,31.75,48.25,20.27,2020-11-26 15:00:00,2020-11-26,15:00:00,Poor
39,4,1255.04,1.4,20.74,29.33,8.94,34.1,52.35,21.28,2020-11-26 16:00:00,2020-11-26,16:00:00,Poor
40,4,1495.36,1.5,26.39,18.24,10.01,42.74,64.1,23.56,2020-11-26 17:00:00,2020-11-26,17:00:00,Poor
41,5,1708.98,1.12,28.79,7.87,10.97,55.47,80.11,25.84,2020-11-26 18:00:00,2020-11-26,18:00:00,Very Poor
42,5,1922.61,1.57,28.1,5.72,12.16,70.28,98.7,28.63,2020-11-26 19:00:00,2020-11-26,19:00:00,Very Poor
43,5,2002.72,1.17,26.73,6.71,12.52,77.43,107.56,29.13,2020-11-26 20:00:00,2020-11-26,20:00:00,Very Poor
44,5,1922.61,0.62,24.33,9.48,12.04,77.72,107.92,27.87,2020-11-26 21:00:00,2020-11-26,21:00:00,Very Poor
45,5,1735.69,0.33,21.59,11.98,10.49,66.81,93.97,23.31,2020-11-26 22:00:00,2020-11-26,22:00:00,Very Poor
46,4,1361.85,0.11,17.82,14.84,8.11,46.66,68.16,16.47,2020-11-26 23:00:00,2020-11-26,23:00:00,Poor
47,4,1201.63,0.05,14.91,16.63,7.39,38.8,58.14,14.57,2020-11-27 00:00:00,2020-11-27,00:00:00,Poor
48,4,1308.44,0.06,14.74,15.38,7.75,46.02,66.26,14.95,2020-11-27 01:00:00,2020-11-27,01:00:00,Poor
49,5,1682.28,0.19,17.65,11.27,9.3,67.34,91.01,17.73,2020-11-27 02:00:00,2020-11-27,02:00:00,Very Poor
50,5,2136.23,0.63,21.59,6.8,11.44,95.78,124.73,22.04,2020-11-27 03:00:00,2020-11-27,03:00:00,Very Poor
51,5,2696.99,2.21,26.05,2.48,14.07,128.98,164.36,26.6,2020-11-27 04:00:00,2020-11-27,04:00:00,Very Poor
52,5,3391.27,7.26,29.82,0.34,17.88,168.07,212.24,34.96,2020-11-27 05:00:00,2020-11-27,05:00:00,Very Poor
53,5,4859.92,23.47,34.96,0.01,28.13,256.0,319.71,63.33,2020-11-27 06:00:00,2020-11-27,06:00:00,Very Poor
54,5,5340.58,30.85,43.53,0.31,33.38,268.04,340.14,76.0,2020-11-27 07:00:00,2020-11-27,07:00:00,Very Poor
55,5,5500.79,19.45,66.49,6.35,35.29,273.51,346.55,74.98,2020-11-27 08:00:00,2020-11-27,08:00:00,Very Poor
56,5,5447.39,3.16,71.97,61.51,36.24,272.23,339.69,72.96,2020-11-27 09:00:00,2020-11-27,09:00:00,Very Poor
57,5,3471.37,1.09,36.33,103.0,23.6,156.94,196.49,46.61,2020-11-27 10:00:00,2020-11-27,10:00:00,Very Poor
58,5,2296.45,0.86,22.62,101.57,15.97,92.79,118.64,31.67,2020-11-27 11:00:00,2020-11-27,11:00:00,Very Poor
59,5,1548.77,0.85,16.79,85.83,11.09,54.55,74.31,22.55,2020-11-27 12:00:00,2020-11-27,12:00:00,Very Poor
60,4,1148.22,1.1,13.54,67.95,8.23,35.41,51.8,17.73,2020-11-27 13:00:00,2020-11-27,13:00:00,Poor
61,4,1041.41,1.26,11.82,67.95,7.51,30.37,45.08,16.72,2020-11-27 14:00:00,2020-11-27,14:00:00,Poor
62,4,1041.41,1.37,11.82,68.67,7.21,28.82,42.34,16.47,2020-11-27 15:00:00,2020-11-27,15:00:00,Poor
63,4,1455.31,2.26,21.25,62.94,9.78,44.32,62.74,23.05,2020-11-27 16:00:00,2020-11-27,16:00:00,Poor
64,5,2109.53,2.43,36.33,33.62,12.99,69.79,95.91,29.64,2020-11-27 17:00:00,2020-11-27,17:00:00,Very Poor
65,5,2723.69,4.58,41.81,3.89,15.74,101.71,136.44,35.47,2020-11-27 18:00:00,2020-11-27,18:00:00,Very Poor
66,5,3578.19,16.32,35.3,0.11,19.79,155.8,202.66,44.58,2020-11-27 19:00:00,2020-11-27,19:00:00,Very Poor
67,5,4325.87,23.92,32.56,0.01,22.17,206.16,263.78,48.64,2020-11-27 20:00:00,2020-11-27,20:00:00,Very Poor
68,5,4539.49,24.36,31.87,0.01,22.65,228.66,293.35,48.64,2020-11-27 21:00:00,2020-11-27,21:00:00,Very Poor
69,5,4165.65,20.79,30.85,0.02,19.79,206.59,269.48,41.54,2020-11-27 22:00:00,2020-11-27,22:00:00,Very Poor
70,5,3204.35,13.19,29.13,0.12,14.31,142.19,192.99,27.11,2020-11-27 23:00:00,2020-11-27,23:00:00,Very Poor
71,5,2323.15,4.92,25.71,1.08,10.13,94.16,133.76,17.99,2020-11-28 00:00:00,2020-11-28,00:00:00,Very Poor
72,5,2002.72,1.33,21.42,3.76,8.35,81.18,117.02,15.07,2020-11-28 01:00:00,2020-11-28,01:00:00,Very Poor
73,5,2136.23,1.08,20.05,4.43,8.7,95.82,134.9,17.23,2020-11-28 02:00:00,2020-11-28,02:00:00,Very Poor
74,5,2483.37,1.7,21.42,3.0,9.89,121.03,165.69,21.28,2020-11-28 03:00:00,2020-11-28,03:00:00,Very Poor
75,5,2937.32,4.25,22.96,0.96,11.68,151.73,200.54,25.84,2020-11-28 04:00:00,2020-11-28,04:00:00,Very Poor
76,5,3791.81,13.19,23.31,0.07,15.5,207.78,265.87,36.99,2020-11-28 05:00:00,2020-11-28,05:00:00,Very Poor
77,5,6675.72,47.83,26.05,0.0,29.09,402.39,495.86,82.08,2020-11-28 06:00:00,2020-11-28,06:00:00,Very Poor
78,5,11001.59,103.71,37.7,0.15,44.35,701.56,843.47,121.59,2020-11-28 07:00:00,2020-11-28,07:00:00,Very Poor
79,5,14312.74,84.04,131.61,6.88,48.16,961.07,1130.94,107.41,2020-11-28 08:00:00,2020-11-28,08:00:00,Very Poor
80,5,13885.5,7.71,163.14,145.91,43.39,1024.07,1182.81,82.08,2020-11-28 09:00:00,2020-11-28,09:00:00,Very Poor
81,5,3524.78,0.78,22.96,158.79,18.84,190.7,237.25,36.99,2020-11-28 10:00:00,2020-11-28,10:00:00,Very Poor
82,5,2349.85,0.5,13.02,145.91,14.31,108.3,137.84,30.65,2020-11-28 11:00:00,2020-11-28,11:00:00,Very Poor
83,5,1895.9,0.43,10.97,140.19,12.52,83.57,106.34,27.36,2020-11-28 12:00:00,2020-11-28,12:00:00,Very Poor
84,5,1455.31,0.49,9.94,117.3,10.13,56.01,73.57,22.29,2020-11-28 13:00:00,2020-11-28,13:00:00,Very Poor
85,4,1134.87,0.63,9.51,94.41,8.11,37.32,52.25,18.24,2020-11-28 14:00:00,2020-11-28,14:00:00,Poor
86,4,1001.36,0.8,10.03,78.68,7.03,28.52,42.0,16.21,2020-11-28 15:00:00,2020-11-28,15:00:00,Poor
87,4,1321.79,1.48,18.51,65.8,8.82,39.09,57.0,21.53,2020-11-28 16:00:00,2020-11-28,16:00:00,Poor
88,5,1869.2,1.41,31.53,39.7,11.33,59.76,84.44,26.6,2020-11-28 17:00:00,2020-11-28,17:00:00,Very Poor
89,5,2296.45,0.96,37.7,10.55,12.99,82.58,113.54,29.39,2020-11-28 18:00:00,2020-11-28,18:00:00,Very Poor
90,5,3044.13,6.99,35.99,1.32,15.97,129.85,170.59,35.47,2020-11-28 19:00:00,2020-11-28,19:00:00,Very Poor
91,5,3952.03,16.09,32.9,0.06,19.07,192.21,245.52,41.04,2020-11-28 20:00:00,2020-11-28,20:00:00,Very Poor
92,5,4592.9,21.68,31.87,0.01,20.74,240.17,306.51,44.58,2020-11-28 21:00:00,2020-11-28,21:00:00,Very Poor
93,5,4539.49,21.46,31.19,0.01,18.84,237.05,308.05,40.03,2020-11-28 22:00:00,2020-11-28,22:00:00,Very Poor
94,5,3417.97,13.3,28.79,0.09,13.11,163.35,223.19,25.08,2020-11-28 23:00:00,2020-11-28,23:00:00,Very Poor
95,5,2456.67,5.14,25.02,0.88,9.54,105.2,152.48,17.73,2020-11-29 00:00:00,2020-11-29,00:00:00,Very Poor
96,5,1869.2,0.99,19.36,4.56,7.99,76.41,114.87,15.2,2020-11-29 01:00:00,2020-11-29,01:00:00,Very Poor
97,5,1815.8,0.45,16.97,6.44,8.11,76.23,112.38,15.96,2020-11-29 02:00:00,2020-11-29,02:00:00,Very Poor
98,5,1949.31,0.67,17.65,5.1,8.7,86.21,121.9,17.48,2020-11-29 03:00:00,2020-11-29,03:00:00,Very Poor
99,5,2109.53,1.58,19.02,2.86,9.18,96.72,134.77,18.75,2020-11-29 04:00:00,2020-11-29,04:00:00,Very Poor
100,5,2536.77,6.26,20.05,0.51,10.61,125.0,169.11,23.56,2020-11-29 05:00:00,2020-11-29,05:00:00,Very Poor
101,5,4379.27,29.06,21.25,0.01,18.36,243.77,310.23,46.61,2020-11-29 06:00:00,2020-11-29,06:00:00,Very Poor
102,5,7049.56,59.9,34.27,0.83,26.94,417.34,519.19,64.34,2020-11-29 07:00:00,2020-11-29,07:00:00,Very Poor
103,5,8758.55,23.69,105.56,55.08,31.47,567.45,701.95,63.84,2020-11-29 08:00:00,2020-11-29,08:00:00,Very Poor
104,5,8331.3,2.82,66.49,271.8,31.95,640.17,776.64,65.86,2020-11-29 09:00:00,2020-11-29,09:00:00,Very Poor
105,5,3097.53,0.56,12.17,223.16,18.84,189.46,245.66,42.05,2020-11-29 10:00:00,2020-11-29,10:00:00,Very Poor
106,5,2643.59,0.45,9.25,234.6,17.41,167.43,211.81,41.54,2020-11-29 11:00:00,2020-11-29,11:00:00,Very Poor
107,5,2376.56,0.4,8.82,260.35,18.6,161.15,200.09,38.0,2020-11-29 12:00:00,2020-11-29,12:00:00,Very Poor
108,5,2109.53,0.4,9.0,266.08,17.88,147.73,181.71,32.93,2020-11-29 13:00:00,2020-11-29,13:00:00,Very Poor
109,5,1842.5,0.42,9.25,243.19,14.07,124.99,155.23,29.64,2020-11-29 14:00:00,2020-11-29,14:00:00,Very Poor
110,5,1495.36,0.48,10.11,194.55,10.85,88.1,114.2,24.83,2020-11-29 15:00:00,2020-11-29,15:00:00,Very Poor
111,5,1522.06,0.8,17.65,130.18,10.49,67.4,93.73,26.85,2020-11-29 16:00:00,2020-11-29,16:00:00,Very Poor
112,5,1762.39,0.66,28.1,63.66,11.21,63.0,91.55,28.88,2020-11-29 17:00:00,2020-11-29,17:00:00,Very Poor
113,5,1922.61,0.16,31.53,19.85,11.21,66.84,96.32,26.85,2020-11-29 18:00:00,2020-11-29,18:00:00,Very Poor
114,5,2082.82,0.78,29.82,8.67,11.56,78.37,108.53,25.84,2020-11-29 19:00:00,2020-11-29,19:00:00,Very Poor
115,5,2162.93,0.71,27.42,8.58,11.68,87.08,117.69,25.84,2020-11-29 20:00:00,2020-11-29,20:00:00,Very Poor
116,5,2136.23,0.36,25.36,11.36,11.56,91.11,122.28,25.33,2020-11-29 21:00:00,2020-11-29,21:00:00,Very Poor
117,5,2510.07,1.55,28.79,7.33,12.16,114.91,151.36,25.33,2020-11-29 22:00:00,2020-11-29,22:00:00,Very Poor
118,5,2643.59,2.91,30.16,2.91,10.37,119.14,156.17,19.51,2020-11-29 23:00:00,2020-11-29,23:00:00,Very Poor
119,5,2937.32,5.2,29.82,1.25,11.56,140.19,183.83,24.83,2020-11-30 00:00:00,2020-11-30,00:00:00,Very Poor
120,5,3257.75,5.98,28.79,0.79,12.76,166.25,218.81,28.88,2020-11-30 01:00:00,2020-11-30,01:00:00,Very Poor
121,5,3177.64,4.53,27.08,1.14,12.52,165.25,220.64,27.11,2020-11-30 02:00:00,2020-11-30,02:00:00,Very Poor
122,5,2964.02,3.16,25.71,1.68,12.16,152.91,207.38,25.33,2020-11-30 03:00:00,2020-11-30,03:00:00,Very Poor
123,5,2803.8,3.1,24.33,1.52,12.16,141.88,191.17,24.32,2020-11-30 04:00:00,2020-11-30,04:00:00,Very Poor
124,5,3017.43,7.15,24.33,0.4,13.47,153.03,206.91,27.36,2020-11-30 05:00:00,2020-11-30,05:00:00,Very Poor
125,5,4325.87,25.03,26.05,0.01,19.79,232.75,305.68,45.6,2020-11-30 06:00:00,2020-11-30,06:00:00,Very Poor
126,5,5981.45,47.39,35.64,0.72,26.7,331.29,433.15,58.77,2020-11-30 07:00:00,2020-11-30,07:00:00,Very Poor
127,5,6942.75,23.47,85.68,26.82,30.52,398.8,526.88,62.32,2020-11-30 08:00:00,2020-11-30,08:00:00,Very Poor
128,5,6195.07,3.63,68.55,134.47,30.52,383.28,511.5,65.86,2020-11-30 09:00:00,2020-11-30,09:00:00,Very Poor
129,5,2429.96,0.91,16.79,135.9,16.21,120.83,184.96,39.52,2020-11-30 10:00:00,2020-11-30,10:00:00,Very Poor
130,5,2189.64,0.63,11.31,173.09,16.21,114.88,172.06,42.05,2020-11-30 11:00:00,2020-11-30,11:00:00,Very Poor
131,5,2349.85,0.49,9.85,234.6,18.36,138.45,196.38,46.1,2020-11-30 12:00:00,2020-11-30,12:00:00,Very Poor
132,5,2616.88,0.45,11.14,280.38,20.98,168.65,227.03,51.17,2020-11-30 13:00:00,2020-11-30,13:00:00,Very Poor
133,5,2750.4,0.43,14.22,268.94,20.98,173.75,227.04,52.69,2020-11-30 14:00:00,2020-11-30,14:00:00,Very Poor
134,5,2216.34,0.45,17.14,180.24,16.21,117.25,157.64,42.05,2020-11-30 15:00:00,2020-11-30,15:00:00,Very Poor
135,5,1762.39,0.77,24.68,75.1,12.52,67.42,99.76,32.17,2020-11-30 16:00:00,2020-11-30,16:00:00,Very Poor
136,5,1815.8,0.99,31.53,20.74,11.92,59.5,90.3,29.39,2020-11-30 17:00:00,2020-11-30,17:00:00,Very Poor
137,5,2029.42,2.46,30.85,4.6,12.16,71.96,103.54,28.37,2020-11-30 18:00:00,2020-11-30,18:00:00,Very Poor
138,5,2162.93,3.58,28.45,2.68,12.52,84.58,117.96,28.12,2020-11-30 19:00:00,2020-11-30,19:00:00,Very Poor
139,5,2082.82,2.04,26.39,4.6,12.16,85.23,118.96,27.11,2020-11-30 20:00:00,2020-11-30,20:00:00,Very Poor
140,5,2002.72,0.95,24.33,7.69,11.68,84.0,117.96,25.84,2020-11-30 21:00:00,2020-11-30,21:00:00,Very Poor
141,5,1949.31,0.92,23.65,7.96,10.85,82.64,116.39,23.81,2020-11-30 22:00:00,2020-11-30,22:00:00,Very Poor
142,5,1735.69,0.7,21.94,7.69,8.94,68.36,98.3,17.73,2020-11-30 23:00:00,2020-11-30,23:00:00,Very Poor
143,5,1575.47,0.4,19.36,9.03,7.99,60.48,88.91,15.96,2020-12-01 00:00:00,2020-12-01,00:00:00,Very Poor
144,5,1655.58,0.32,18.34,9.3,8.35,68.36,99.21,16.97,2020-12-01 01:00:00,2020-12-01,01:00:00,Very Poor
145,5,2002.72,0.66,20.39,6.53,9.78,91.99,129.54,20.01,2020-12-01 02:00:00,2020-12-01,02:00:00,Very Poor
146,5,2536.77,2.04,23.31,2.66,11.56,126.49,170.69,24.32,2020-12-01 03:00:00,2020-12-01,03:00:00,Very Poor
147,5,3044.13,5.59,24.33,0.5,13.23,158.45,207.67,27.36,2020-12-01 04:00:00,2020-12-01,04:00:00,Very Poor
148,5,3417.97,11.4,24.33,0.09,14.78,181.49,237.8,30.4,2020-12-01 05:00:00,2020-12-01,05:00:00,Very Poor
149,5,4753.11,30.4,25.71,0.0,21.22,262.05,341.15,49.65,2020-12-01 06:00:00,2020-12-01,06:00:00,Very Poor
150,5,6355.29,57.22,28.1,0.03,27.66,352.07,453.18,59.28,2020-12-01 07:00:00,2020-12-01,07:00:00,Very Poor
151,5,7904.05,70.63,46.61,0.65,33.38,432.2,550.4,63.84,2020-12-01 08:00:00,2020-12-01,08:00:00,Very Poor
152,5,8117.68,28.39,102.82,15.91,37.19,452.06,576.42,71.94,2020-12-01 09:00:00,2020-12-01,09:00:00,Very Poor
153,5,3364.56,1.76,41.81,73.67,20.74,155.93,214.04,43.06,2020-12-01 10:00:00,2020-12-01,10:00:00,Very Poor
154,5,2750.4,0.92,26.05,108.72,18.84,124.51,167.51,41.54,2020-12-01 11:00:00,2020-12-01,11:00:00,Very Poor
155,5,2429.96,0.7,19.54,124.45,17.17,109.15,143.03,39.01,2020-12-01 12:00:00,2020-12-01,12:00:00,Very Poor
156,5,1842.5,0.75,14.57,107.29,13.35,76.0,102.38,32.17,2020-12-01 13:00:00,2020-12-01,13:00:00,Very Poor
157,4,1348.5,0.95,11.82,85.83,9.78,47.7,69.65,24.57,2020-12-01 14:00:00,2020-12-01,14:00:00,Poor
158,4,1108.17,1.24,11.14,69.38,7.63,33.22,52.51,19.25,2020-12-01 15:00:00,2020-12-01,15:00:00,Poor
159,4,1308.44,2.12,17.31,53.64,8.58,37.46,58.42,21.79,2020-12-01 16:00:00,2020-12-01,16:00:00,Poor
160,5,1735.69,2.54,27.42,24.68,10.61,52.5,77.52,26.35,2020-12-01 17:00:00,2020-12-01,17:00:00,Very Poor
161,5,2136.23,5.42,28.79,2.3,12.64,74.43,104.37,30.15,2020-12-01 18:00:00,2020-12-01,18:00:00,Very Poor
162,5,2429.96,10.84,22.96,0.21,14.07,93.76,127.62,32.42,2020-12-01 19:00:00,2020-12-01,19:00:00,Very Poor
163,5,2296.45,9.39,20.56,0.31,13.35,91.3,124.12,30.4,2020-12-01 20:00:00,2020-12-01,20:00:00,Very Poor
164,5,2082.82,6.31,19.19,0.82,12.16,83.14,114.03,27.61,2020-12-01 21:00:00,2020-12-01,21:00:00,Very Poor
165,5,2056.12,6.04,19.02,0.93,11.33,83.04,113.21,25.08,2020-12-01 22:00:00,2020-12-01,22:00:00,Very Poor
166,5,1895.9,5.2,19.19,1.01,9.42,71.51,98.37,18.24,2020-12-01 23:00:00,2020-12-01,23:00:00,Very Poor
167,5,1708.98,2.93,18.85,1.99,8.35,62.85,88.01,16.21,2020-12-02 00:00:00,2020-12-02,00:00:00,Very Poor
168,5,1695.63,1.44,17.82,3.67,8.35,64.94,91.38,16.72,2020-12-02 01:00:00,2020-12-02,01:00:00,Very Poor
169,5,1789.09,1.03,17.65,4.25,8.94,72.25,102.32,17.73,2020-12-02 02:00:00,2020-12-02,02:00:00,Very Poor
170,5,1976.01,1.51,18.34,2.84,9.89,84.02,120.07,19.0,2020-12-02 03:00:00,2020-12-02,03:00:00,Very Poor
171,5,2082.82,3.05,17.99,1.16,10.37,90.95,131.55,19.51,2020-12-02 04:00:00,2020-12-02,04:00:00,Very Poor
172,5,2269.75,7.04,17.31,0.28,11.21,99.84,144.09,21.79,2020-12-02 05:00:00,2020-12-02,05:00:00,Very Poor
173,5,3417.97,22.8,18.17,0.01,16.93,167.48,228.9,37.49,2020-12-02 06:00:00,2020-12-02,06:00:00,Very Poor
174,5,5020.14,42.92,27.42,0.84,23.37,258.38,347.8,51.17,2020-12-02 07:00:00,2020-12-02,07:00:00,Very Poor
175,5,5874.63,18.77,74.03,38.62,27.42,321.9,435.71,56.74,2020-12-02 08:00:00,2020-12-02,08:00:00,Very Poor
176,5,5073.55,3.1,50.04,161.65,26.7,307.44,420.53,60.8,2020-12-02 09:00:00,2020-12-02,09:00:00,Very Poor
177,5,1976.01,0.86,11.48,133.04,13.11,95.25,145.67,33.44,2020-12-02 10:00:00,2020-12-02,10:00:00,Very Poor
178,5,1735.69,0.65,8.57,150.2,12.76,81.84,123.96,33.95,2020-12-02 11:00:00,2020-12-02,11:00:00,Very Poor
179,5,1869.2,0.53,7.97,185.97,13.83,91.71,133.38,36.48,2020-12-02 12:00:00,2020-12-02,12:00:00,Very Poor
180,5,1922.61,0.54,8.91,197.41,14.19,94.01,131.42,36.99,2020-12-02 13:00:00,2020-12-02,13:00:00,Very Poor
181,5,1762.39,0.64,10.97,163.08,13.23,76.89,108.6,34.45,2020-12-02 14:00:00,2020-12-02,14:00:00,Very Poor
182,4,1401.9,0.88,13.02,98.71,10.25,49.55,73.66,26.6,2020-12-02 15:00:00,2020-12-02,15:00:00,Poor
183,4,1415.25,1.55,19.54,47.21,9.78,42.36,64.87,25.08,2020-12-02 16:00:00,2020-12-02,16:00:00,Poor
184,4,1588.82,2.15,25.02,13.77,10.13,46.36,69.65,24.83,2020-12-02 17:00:00,2020-12-02,17:00:00,Poor
185,5,1762.39,5.36,22.28,1.52,10.49,57.08,81.7,24.83,2020-12-02 18:00:00,2020-12-02,18:00:00,Very Poor
186,5,1895.9,7.1,20.05,0.69,11.09,68.12,94.56,25.08,2020-12-02 19:00:00,2020-12-02,19:00:00,Very Poor
187,5,1815.8,4.97,19.02,1.32,10.73,67.45,94.08,24.07,2020-12-02 20:00:00,2020-12-02,20:00:00,Very Poor
188,5,1708.98,3.07,17.99,2.62,10.13,64.76,91.61,22.55,2020-12-02 21:00:00,2020-12-02,21:00:00,Very Poor
189,5,1668.93,2.63,17.82,3.09,9.54,62.64,89.13,20.52,2020-12-02 22:00:00,2020-12-02,22:00:00,Very Poor
190,5,1495.36,1.93,17.48,3.53,7.99,52.5,76.55,15.71,2020-12-02 23:00:00,2020-12-02,23:00:00,Very Poor
191,4,1415.25,1.08,16.45,4.87,7.63,48.77,72.87,14.95,2020-12-03 00:00:00,2020-12-03,00:00:00,Poor
192,5,1401.9,0.62,14.91,6.26,7.75,50.73,76.74,15.45,2020-12-03 01:00:00,2020-12-03,01:00:00,Very Poor
193,5,1428.6,0.51,14.05,6.53,8.11,53.22,82.16,15.83,2020-12-03 02:00:00,2020-12-03,02:00:00,Very Poor
194,5,1522.06,0.73,14.57,5.05,8.82,58.54,91.92,16.72,2020-12-03 03:00:00,2020-12-03,03:00:00,Very Poor
195,5,1682.28,1.76,15.42,2.55,9.42,67.09,107.19,17.73,2020-12-03 04:00:00,2020-12-03,04:00:00,Very Poor
196,5,2082.82,6.31,16.45,0.45,11.09,90.17,136.49,21.79,2020-12-03 05:00:00,2020-12-03,05:00:00,Very Poor
197,5,3685.0,26.15,18.34,0.01,18.12,184.3,249.96,42.05,2020-12-03 06:00:00,2020-12-03,06:00:00,Very Poor
198,5,5928.04,54.09,29.82,0.64,26.94,319.09,417.22,60.29,2020-12-03 07:00:00,2020-12-03,07:00:00,Very Poor
199,5,7156.37,25.03,90.48,35.76,31.95,410.58,532.05,64.34,2020-12-03 08:00:00,2020-12-03,08:00:00,Very Poor
200,5,6141.66,3.52,63.75,170.23,29.8,387.92,504.81,65.86,2020-12-03 09:00:00,2020-12-03,09:00:00,Very Poor
201,5,2269.75,0.85,13.2,143.05,14.54,108.89,159.91,35.47,2020-12-03 10:00:00,2020-12-03,10:00:00,Very Poor
